Date of Contract;Municipality Name;Zone Name;Real Estate Type;Area in Square Meters;Price per Square Foot;Real Estate Value
2020-05-31;Al Daayen;Umm Qarn;Vacant Land;420;237.779252377793;1075000
2020-05-31;Al Wakrah;Al Wukair;Vacant Land;693;201.072386058981;1500000
2020-05-31;Al Daayen;Simaisma;Vacant Land;402;207.948243992606;900000
2020-05-31;Al Rayyan;Bu Hamour;Vacant Land;442;514.922236233712;2450000
2020-05-31;Al Rayyan;Bu Hamour;Vacant Land;441;516.115441331367;2450000
2020-05-31;Al Daayen;Umm Qarn;Residence;371;450.676014021032;1800000
2020-05-31;Al Wakrah;Al Wukair;Vacant Land;750;200;1614600
2020-05-31;Umm Slal;Umm Slal Ali;Residence;438;402.969247083775;1900000
2020-05-31;Al Daayen;Simaisma;Vacant Land;326;256.410256410256;900000
2020-05-18;Al Daayen;Al Ebb;Residence;388;694.27819008858;2900000
2020-05-18;Al Khor and Al Dakhira;Al Khor;Residence;419;299.268454888051;1350000
2020-05-18;Al Wakrah;Al Wukair;Residence;895;550.83059995848;5306702
2020-05-18;Al Daayen;Al Ebb;Vacant Land;540;335.455014622398;1950000
2020-05-18;Al Shamal;Al Ruwais;Residence;831;234.866517607602;2100881
2020-05-18;Al Rayyan;Umm Al Senaim;Apartment Complex;5;360.809;20409082
2020-05-18;Al Wakrah;Al Wukair;Vacant Land;1;193.546;2200000
2020-05-18;Doha;Old Airport;Residential Building;593;563.998120006267;3600000
2020-05-18;Al Wakrah;Al Wukair;Vacant Land;979;180.299867147466;1900000
2020-05-18;Doha;Onaiza;Residence;879;528.429507503699;5000000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;969;399.769916594766;4170000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;987;395.331325301205;4200000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;996;391.754500513012;4200000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;1009;395.911978639168;4300000
2020-05-18;Al Wakrah;Al Wukair;Vacant Land;1;199.4;2200000
2020-05-18;Al Rayyan;Muraikh;Residence;960;454.809367137604;4700000
2020-05-18;Al Daayen;Umm Qarn;Vacant Land;2076;199.991049852323;4469000
2020-05-18;Al Khor and Al Dakhira;Al Khor;Residence;424;295.793163891323;1350000
2020-05-18;Al Wakrah;Al Wakrah;Vacant Land;484;211.132437619962;1100000
2020-05-18;Al Wakrah;Al Wukair;Vacant Land;748;199.950322901143;1610000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;966;394.306597422581;4100000
2020-05-18;Al Rayyan;Izghawa;Vacant Land;979;399.506547732017;4210000
2020-05-18;Al Rayyan;Al Aziziya;Vacant Land;400;399.973060845332;1722284
2020-05-18;Al Sheehaniya;Lijmiliya;Residence;732;139.593908629442;1100000
2020-05-18;Al Daayen;Jeryan Jenaihat;Multi-purpose Building;1200;1625.76449640009;21000000
2020-05-17;Al Wakrah;Al Wakrah;Vacant Land;796;227.564476601704;1950000
2020-05-17;Al Rayyan;Al Aziziya;Residence;1019;328.197647916857;3600000
2020-05-17;Umm Slal;Umm Slal Muhammed;Residence;532;453.989872533613;2600000
2020-05-17;Al Rayyan;Gharrafat Al Rayyan;Vacant Land;845;406.772207563764;3700000
2020-05-17;Al Rayyan;Gharrafat Al Rayyan;Residence;625;445.89774078478;3000000
2020-05-17;Al Rayyan;Fereej Al Manaseer;Vacant Land;888;230.149597238205;2200000
2020-05-17;Al Rayyan;Muaither;Vacant Land;749;992.186531067841;8000000
2020-05-17;Doha;Fereej Kulaib;Residential Building;707;394.166338194718;3000000
2020-05-17;Al Rayyan;Mehairja;Vacant Land;465;339.592489013184;1700000
2020-05-17;Al Khor and Al Dakhira;Al Khor;Residence;440;284.990500316656;1350000
2020-05-17;Al Rayyan;Gharrafat Al Rayyan;Vacant Land;613;389.452947416275;2570000
2020-05-17;Umm Slal;Umm Al Amad;Vacant Land;832;189.816882536847;1700000
2020-05-17;Al Wakrah;Al Wakrah;Vacant Land;481;241.405948242565;1250000
2020-05-17;Doha;Dahl Al Hamam;Vacant Land;1100;211.130816653999;2500000
2020-05-17;Al Shamal;Aba Al Dalouf;Vacant Land;400;115.491871806781;497308
2020-05-17;Doha;Fereej Bin Mahmoud;Residential Building;399;1517.57857974389;6518000
2020-05-14;Al Rayyan;Muaither;Residence;625;209.989595719382;1412810
2020-05-14;Al Daayen;Al Kheesa;Vacant Land;19300;240.680837954405;50000000
2020-05-14;Al Rayyan;Muaither;Residence;1576;264.972883753832;4495000
2020-05-14;Al Rayyan;Al Aziziya;Multi-purpose Building;1126;1237.52165662899;15000000
2020-05-14;Al Shamal;Aba Al Dalouf;Residence;1200;228.381203065727;2950000
2020-05-14;Al Wakrah;Al Wakrah;Residence;303;475.168608215818;1550000
2020-05-14;Al Rayyan;New Al Rayyan;Vacant Land;580;304.292120435618;1900000
2020-05-14;Al Daayen;Umm Qarn;Residence;400;418.021365536461;1800000
2020-05-14;Al Rayyan;Bani Hajer;Residence;4388;275.237127371274;13000000
2020-05-14;Umm Slal;Umm Al Amad;Residence;540;172.028212626871;1000000
2020-05-14;Al Daayen;Umm Qarn;Residence;615;339.87915407855;2250000
2020-05-14;Al Rayyan;New Al Rayyan;Vacant Land;549;423.011844331641;2500000
2020-05-14;Al Rayyan;New Al Rayyan;Vacant Land;600;349.975847654436;2260494
2020-05-13;Al Daayen;Al Ebb;Vacant Land;836;344.482720302256;3100000
2020-05-13;Al Daayen;Umm Qarn;Residence;350;437.898089171975;1650000
2020-05-13;Al Khor and Al Dakhira;Al Dakhira;Residence;218;257.023916292975;601822
2020-05-13;Al Daayen;Al Ebb;Vacant Land;590;347.976696583215;2210000
2020-05-13;Al Daayen;Jeryan Jenaihat;Residence;560;481.088254810883;2900000
2020-05-13;Al Rayyan;Al Sheehaniya;Residence;951;130.546283896887;1336941
2020-05-13;Doha;Al Thumama;Residence;480;774.143603638475;4000000
2020-05-13;Al Rayyan;Al Aziziya;Residence;567;397.01130406291;2423357
2020-05-12;Al Daayen;Jeryan Jenaihat;Apartment Complex;3888;342.205682062555;14321650
2020-05-12;Umm Slal;Umm Slal Ali;Residence;448;300.642753472942;1450000
2020-05-12;Al Daayen;Al Sakhama;Vacant Land;600;192.48660783403;1243271
2020-05-12;Al Wakrah;Al Wukair;Vacant Land;1006;219.997137316465;2382349
2020-05-12;Al Khor and Al Dakhira;Al Khor;Residence;434;288.955479452055;1350000
2020-05-12;Al Rayyan;Old Al Rayyan;Vacant Land;44456;313.466521775474;150000000
2020-05-12;Al Daayen;Al Ebb;Vacant Land;540;326.853603991055;1900000
2020-05-11;Al Daayen;Umm Qarn;Vacant Land;578;208.936033429765;1300000
2020-05-11;Al Rayyan;Muaither;Vacant Land;630;243.291064582719;1650000
2020-05-11;Al Daayen;Al Kheesa;Vacant Land;450;299.958711808423;1453000
2020-05-11;Al Daayen;Al Ebb;Vacant Land;540;354.894202649235;2063000
2020-05-11;Al Shamal;Al Ruwais;Vacant Land;1216;110.016044006418;1440000
2020-05-11;Al Rayyan;Gharrafat Al Rayyan;Vacant Land;1292;359.531171352556;5000000
2020-05-10;Al Daayen;Simaisma;Vacant Land;1;257.633;3472000
2020-05-10;Al Rayyan;Bani Hajer;Vacant Land;768;245.841615231719;2033654
2020-05-10;Umm Slal;Umm Slal Ali;Vacant Land;540;226.905212454843;1319000
2020-05-10;Umm Slal;Izghawa;Residence;434;486.943493150685;2275000
2020-05-10;Doha;Nuaija;Residence;450;361.287;1750000
2020-05-10;Al Khor and Al Dakhira;Al Khor;Vacant Land;585;190.566936636494;1200000
2020-05-10;Umm Slal;Umm Slal Ali;Vacant Land;540;234.818510235679;1365000
2020-05-10;Doha;Nuaija;Residence;1;415.919;5050000
2020-05-10;Al Daayen;Al Ebb;Vacant Land;540;344.056425253742;2000000
2020-05-10;Doha;Lusail;Residential Building;5837;600.0028967515;37697582
2020-05-10;Al Daayen;Umm Qarn;Vacant Land;600;317.386592351757;2050000
2020-05-07;Al Daayen;Simaisma;Vacant Land;582;239.439;1500000
2020-05-07;Al Wakrah;Al Wukair;Vacant Land;750;198.192;1600000
2020-05-07;Doha;Najma;Residential Building;211;1094.197;2485145
2020-05-07;Al Rayyan;New Al Rayyan;Residence;615;234.144;1550000
2020-05-07;Al Daayen;Umm Qarn;Vacant Land;540;309.674;1800000
2020-05-07;Al Daayen;Umm Qarn;Vacant Land;540;335.48;1950000
2020-05-07;Al Daayen;Al Ebb;Vacant Land;555;334.78406427854;2000000
2020-05-07;Al Khor and Al Dakhira;Madinat Al Kaaban;Residence;755;245.449;1994253
2020-05-07;Doha;Al Thumama;Residence;504;567.234;3077278
2020-05-07;Doha;Al Thumama;Vacant Land;561;248.385494287134;1500000
2020-05-07;Doha;Al Thumama;Vacant Land;563;247.48391354562;1500000
2020-05-06;Doha;Al Kharayej;Vacant Land;2;300.005;8476800
2020-05-06;Doha;Al Sadd;Residential Building;330;1266.849;4500000
2020-05-06;Al Rayyan;Old Al Rayyan;Residence;257;567.234;1569167
2020-05-06;Al Daayen;Al Kheesa;Vacant Land;490;269.507;1421475
2020-05-06;Al Daayen;Al Kheesa;Vacant Land;528;269.506;1531711
2020-05-06;Al Wakrah;Al Wukair;Vacant Land;464;384.423;1920000
2020-05-06;Al Daayen;Al Kheesa;Vacant Land;522;269.506;1514305
2020-05-06;Umm Slal;Umm Slal Ali;Residence;488;361.71;1900000
2020-05-06;Al Wakrah;Al Wakrah;Residence;906;467.232;4556528
2020-05-06;Al Wakrah;Al Wukair;Vacant Land;987;254.14;2700000
2020-05-05;Umm Slal;Umm Al Amad;Vacant Land;557;200.149;1200000
2020-05-05;Al Rayyan;New Al Rayyan;Residence;738;308.415;2450000
2020-05-05;Al Rayyan;Fereej AlZaeem;Residence;364;357.316;1400000
2020-05-05;Al Rayyan;Al Maamoura;Residence;439;444.407;2100000
2020-05-05;Al Daayen;Umm Qarn;Vacant Land;540;344.082;2000000
2020-05-05;Al Daayen;Umm Qarn;Residence;426;386.002;1770000
2020-05-04;Al Shamal;Al Ruwais;Vacant Land;1;116.051;1519000
2020-05-04;Al Daayen;Jeryan Jenaihat;Multi-purpose Building;1;905.797;11700000
2020-05-04;Al Daayen;Lusail;Vacant Land;1;147.73;2762112
2020-05-04;Al Rayyan;Muraikh;Residence;568;654.236179260713;4000000
2020-05-04;Al Daayen;Al Ebb;Vacant Land;567;327.653997378768;2000000
2020-05-04;Al Daayen;Umm Qarn;Residence;2;311.81;7300000
2020-05-04;Al Wakrah;Al Wukair;Vacant Land;1;209.03;2250000
2020-05-04;Al Daayen;Al Ebb;Vacant Land;574;323.676970383557;2000000
2020-05-04;Umm Slal;Umm Slal Muhammed;Vacant Land;551;219.189;1300000
2020-05-04;Doha;Al Thumama;Residence;450;619.348;3000000
2020-05-03;Doha;Legtaifiya;Residence;1;470.199;6200000
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;540;324.986;1889000
2020-05-03;Al Daayen;Al Sakhama;Residence;490;483.471;2550000
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;540;349.932;2034000
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;590;348.001;2210069
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;591;308.102;1960000
2020-05-03;Al Rayyan;Muaither;Residence;509;474.55;2600000
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;540;325;1889082
2020-05-03;Al Daayen;Umm Qarn;Vacant Land;3;345;12626172
2020-05-03;Al Daayen;Umm Qarn;Residence;400;325.158;1400000
2020-05-03;Doha;Umm Ghuwailina;Residential Building;1449;2051.67660447522;32000000
2020-04-30;Al Rayyan;Muaither;Apartment Complex;15660;296.623;50000000
2020-04-30;Al Khor and Al Dakhira;Al Khor;Residence;1107;184.63;2200000
2020-04-30;Al Daayen;Umm Qarn;Vacant Land;2966;275.006;8779864
2020-04-30;Al Wakrah;Al Wakrah;Vacant Land;262;204.278;575000
2020-04-30;Al Rayyan;New Al Rayyan;Residence;750;362.063;2922933
2020-04-30;Doha;Madinat Khalifa South;Residence;435;432.003630151612;2023073
2020-04-29;Al Khor and Al Dakhira;Al Dakhira;Residence;847;274.21;2500000
2020-04-29;Al Wakrah;Al Wukair;Vacant Land;600;205.933;1330000
2020-04-29;Doha;Najma;Residential Building;84;1382.474;1250000
2020-04-29;Doha;Legtaifiya;Residence;1702;491.258;9000000
2020-04-28;Doha;Al Thumama;Residence;368;504.904;2000000
2020-04-28;Doha;Fereej Al Aseeri;Residence;1274;291.687;4000000
2020-04-28;Al Shamal;Aba Al Dalouf;Vacant Land;1000;115.503;1243270
2020-04-28;Umm Slal;Umm Slal Muhammed;Residence;616;542.935;3600000
2020-04-28;Doha;Al Thumama;Residence;366;507.663;2000000
2020-04-28;Doha;Al Thumama;Residence;367;506.279;2000000
2020-04-28;Doha;Al Thumama;Residence;370;502.174;2000000
2020-04-28;Doha;Onaiza;Residence;1225;352.649;4650000
2020-04-28;Al Daayen;Rawdat Al Hamama;Vacant Land;800;305.881;2634000
2020-04-28;Umm Slal;Al Kharaitiyat;Vacant Land;503;295.514;1600000
2020-04-28;Umm Slal;Al Kharaitiyat;Vacant Land;541;291.929;1700000
2020-04-28;Doha;Fereej Al Aseeri;Residence;1272;292.145;4000000
2020-04-28;Doha;Nuaija;Vacant Land;500;371.609;2000000
2020-04-28;Al Rayyan;Mebaireek;Residence;1197;155.225;2000000
2020-04-28;Al Shamal;Aba Al Dalouf;Vacant Land;920;115.503;1143808
2020-04-27;Umm Slal;Umm Slal Ali;Vacant Land;615;226.591;1500000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;540;342.362;1990000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;540;355;2063458
2020-04-27;Al Daayen;Al Ebb;Vacant Land;577;355;2204843
2020-04-27;Al Daayen;Umm Qarn;Vacant Land;428;232.256;1070000
2020-04-27;Umm Slal;Umm Slal Ali;Residence;528;378.295;2150000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;539;355;2059637
2020-04-27;Al Daayen;Al Ebb;Vacant Land;540;356.995;2075053
2020-04-27;Al Daayen;Al Ebb;Vacant Land;540;357;2075083
2020-04-27;Al Daayen;Al Ebb;Vacant Land;590;345.943;2197000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;590;350;2222766
2020-04-27;Al Daayen;Al Ebb;Vacant Land;591;349.602;2224000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;603;354.97;2304000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;604;350;2275509
2020-04-27;Al Daayen;Al Ebb;Vacant Land;3239;345;12028285
2020-04-27;Al Daayen;Leabaib;Residence;1165;390.748;4900000
2020-04-27;Umm Slal;Izghawa;Vacant Land;984;283.239;3000000
2020-04-27;Umm Slal;Umm Slal Ali;Residence;398;531.037;2275000
2020-04-27;Doha;Al Thumama;Residence;625;743.218;5000000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;540;344.943;2005000
2020-04-27;Al Daayen;Al Ebb;Vacant Land;575;355;2197201
2020-04-27;Al Daayen;Al Ebb;Vacant Land;577;355;2204842
2020-04-27;Al Daayen;Umm Qarn;Vacant Land;1020;192.505;2113561
2020-04-26;Umm Slal;Al Kharaitiyat;Residence;450;732.896;3550000
2020-04-26;Al Daayen;Umm Qarn;Vacant Land;2112;192.535;4377000
2020-04-26;Al Wakrah;Al Wukair;Residence;1001;343.395;3700000
2020-04-26;Al Rayyan;New Al Rayyan;Vacant Land;1408;263.927;4000000
2020-04-26;Al Rayyan;Luaib;Residence;925;311.348;3100000
2020-04-26;Al Daayen;Umm Qarn;Vacant Land;455;222.557;1090000
2020-04-26;Al Wakrah;Al Wakrah;Vacant Land;444;494.708;2365007
2020-04-26;Al Rayyan;New Al Rayyan;Residence;577;555.481;3450000
2020-04-26;Al Wakrah;Al Wakrah;Vacant Land;751;496.922;4017000
2020-04-23;Al Rayyan;Al Gharrafa;Residence;642;397.344;2745838
2020-04-23;Al Rayyan;Muaither;Vacant Land;630;210.005;1424112
2020-04-23;Al Shamal;Al Ruwais;Vacant Land;1;110.016;1440000
2020-04-23;Al Daayen;Umm Qarn;Vacant Land;1718;192.505;3560796
2020-04-23;Al Wakrah;Al Wakrah;Residence;452;300.008;1459635
2020-04-23;Al Daayen;Al Ebb;Vacant Land;574;323.701;2000000
2020-04-23;Al Rayyan;New Al Rayyan;Vacant Land;613;287.952;1900000
2020-04-23;Al Rayyan;Bu Hamour;Vacant Land;525;280.007;1582349
2020-04-23;Al Rayyan;Ain Khalid;Vacant Land;840;400.01;3616796
2020-04-23;Doha;Onaiza;Residence;875;403.461;3800000
2020-04-23;Al Daayen;Umm Qarn;Vacant Land;1704;192.505;3531729
2020-04-23;Al Daayen;Umm Qarn;Vacant Land;1820;192.505;3771538
2020-04-23;Al Daayen;Umm Qarn;Vacant Land;1852;192.505;3836940
2020-04-23;Al Wakrah;Al Wakrah;Residence;450;300.007;1453176
2020-04-23;Al Daayen;Al Ebb;Vacant Land;568;327.121;2000000
2020-04-23;Al Daayen;Al Ebb;Vacant Land;555;334.783;2000000
2020-04-23;Al Daayen;Al Ebb;Vacant Land;558;332.983;2000000
2020-04-23;Al Daayen;Al Ebb;Vacant Land;566;328.277;2000000
2020-04-23;Al Daayen;Al Ebb;Vacant Land;567;327.698;2000000
2020-04-23;Al Daayen;Al Ebb;Vacant Land;575;323.138;2000000
2020-04-22;Al Daayen;Umm Qarn;Residence;615;358.014;2370000
2020-04-22;Al Shamal;Aba Al Dalouf;Vacant Land;600;123.87;800000
2020-04-22;Al Daayen;Umm Qarn;Vacant Land;400;232.256;1000000
2020-04-22;Al Daayen;Umm Qarn;Residence;592;408.017;2600000
2020-04-22;Al Daayen;Simaisma;Residence;453;374.275;1825000
2020-04-22;Al Wakrah;Al Mashaf;Residence;533;313.741;1800000
2020-04-22;Doha;Al Hilal;Residence;433;501.672240802676;2336538
2020-04-21;Doha;New Slata;Residence;1;315.005;4068863
2020-04-21;Doha;Hazm Al Markhiya;Residence;886;471.851;4500000
2020-04-21;Doha;Msheireb;Residential Building;602;1000.011;6480000
2020-04-21;Al Rayyan;Lebday;Residence;3;369.675;13000000
2020-04-21;Al Daayen;Umm Qarn;Vacant Land;574;194.221;1200000
2020-04-21;Al Wakrah;Al Wukair;Residence;450;406.705;1970000
2020-04-21;Umm Slal;Umm Slal Muhammed;Residence;616;573.098;3800000
2020-04-21;Al Shamal;Madinat Al Kaaban;Residence;1;139.353;1800000
2020-04-21;Al Rayyan;New Al Rayyan;Residence;554;402.465;2400000
2020-04-20;Doha;Old Airport;Vacant Land;343;542.495;2000000
2020-04-20;Doha;Old Airport;Vacant Land;352;555.035;2100000
2020-04-20;Al Rayyan;Al Gharrafa;Vacant Land;532;232.838;1333333
2020-04-20;Al Daayen;Umm Qarn;Residence;615;350.461;2320000
2020-04-20;Al Daayen;Umm Qarn;Residence;553;386.393;2300000
2020-04-20;Al Daayen;Simaisma;Vacant Land;649;215.608;1506200
2020-04-20;Al Wakrah;Al Wukair;Vacant Land;680;229.523;1680000
2020-04-20;Doha;Old Airport;Vacant Land;343;542.495;2100000
2020-04-20;Doha;Old Airport;Vacant Land;352;568.25;2150000
2020-04-20;Doha;Old Airport;Vacant Land;352;568.25;2250000
2020-04-20;Doha;Old Airport;Vacant Land;435;534.535;2500000
2020-04-20;Doha;Old Airport;Residence;456;450.011;2206406
2020-04-20;Doha;Old Airport;Vacant Land;460;450.011;2225781
2020-04-20;Doha;Old Airport;Vacant Land;593;450.011;2872445
2020-04-20;Doha;Old Airport;Vacant Land;708;590.898;4500000
2020-04-20;Doha;Old Airport;Vacant Land;352;555.035;2150000
2020-04-20;Doha;Old Airport;Vacant Land;377;554.456;2250000
2020-04-20;Al Rayyan;Al Gharrafa;Vacant Land;798;232.838;2000000
2020-04-20;Al Rayyan;Muraikh;Vacant Land;479;252.136;1300000
2020-04-20;Al Rayyan;Muraikh;Vacant Land;590;236.192;1500000
2020-04-20;Al Daayen;Umm Qarn;Vacant Land;464;192.612;962000
2020-04-19;Doha;Hazm Al Markhiya;Residence;880;591.196;5600000
2020-04-19;Al Shamal;Al Ruwais;Residence;450;340.642;1650000
2020-04-19;Doha;Madinat Khalifa North;Residence;595;423.915;2715000
2020-04-19;Al Wakrah;Al Wukair;Vacant Land;554;229.74;1370000
2020-04-19;Al Rayyan;Mehairja;Residence;2;305.096;9359554
2020-04-16;Doha;Nuaija;Residence;905;513.272;5000000
2020-04-16;Al Daayen;Al Sakhama;Residence;351;571.706;2160000
2020-04-16;Al Daayen;Leabaib;Residence;800;386.706;3330000
2020-04-16;Doha;Al Thumama;Residence;2235;893.691;21500000
2020-04-16;Doha;Old Airport;Vacant Land;2561;550.013;15159031
2020-04-16;Al Rayyan;Al Mashaf;Residence;1;201.961;3200000
2020-04-16;Al Rayyan;Al Aziziya;Multi-purpose Building;917;1661.502;16400000
2020-04-16;Doha;Al Thumama;Residence;1865;896.644;18000000
2020-04-16;Doha;Hazm Al Markhiya;Vacant Land;3240;444.44;15500000
2020-04-15;Al Khor and Al Dakhira;Al Khor;Residence;401;387.23;1671424
2020-04-15;Al Daayen;Jeryan Jenaihat;Residence;542;574.211;3350000
2020-04-15;Al Rayyan;Gharrafat Al Rayyan;Residence;593;397.064;2534480
2020-04-15;Al Wakrah;Al Wukair;Residence;750;260.126;2100000
2020-04-14;Doha;Fareej Abdulaziz;Residential Building;410;2605.795;11500000
2020-04-14;Doha;Nuaija;Residence;896;357.715;3450000
2020-04-14;Al Rayyan;New Al Rayyan;Residence;900;309.674;3000000
2020-04-14;Al Rayyan;Muaither;Vacant Land;2;101.475;2474000
2020-04-14;Al Sheehaniya;Al Sheehaniya;Residence;584;148.051;930000
2020-04-14;Al Daayen;Umm Qarn;Residence;615;358.014;2370000
2020-04-14;Al Wakrah;Al Mashaf;Residence;613;524.375;3460000
2020-04-14;Umm Slal;Umm Ebairiya;Vacant Land;375;247.739;1000000
2020-04-14;Umm Slal;Umm Ebairiya;Vacant Land;1;232.256;2500000
2020-04-13;Al Daayen;Umm Qarn;Residence;592;423.71;2700000
2020-04-13;Al Wakrah;Al Wukair;Vacant Land;902;154.082;1496000
2020-04-13;Al Wakrah;Al Wukair;Residence;547;322.695;1900000
2020-04-13;Umm Slal;Umm Slal Ali;Residence;450;454.189;2200000
2020-04-13;Al Rayyan;Al Mearad;Residence;453;410.165;2000000
2020-04-12;Doha;Al Thumama;Vacant Land;990;231.036;2462000
2020-04-12;Doha;Old Al Ghanim;Residential Building;301;579.068;1876160
2020-04-12;Doha;Al Messila;Residence;882;473.991;4500000
2020-04-12;Al Rayyan;Muaither;Vacant Land;490;293.875;1550000
2020-04-12;Al Daayen;Simaisma;Vacant Land;400;308.007;1326156
2020-04-12;Doha;New Slata;Residence;1;387.093;5000000
2020-04-12;Al Rayyan;Lebday;Vacant Land;982;208.131;2200000
2020-04-12;Al Rayyan;Mebaireek;Residence;759;367.203;3000000
2020-04-12;Al Shamal;Al Ruwais;Vacant Land;480;96.773;500000
2020-04-12;Al Daayen;Simaisma;Vacant Land;364;308.007;1206802
2020-04-12;Al Daayen;Simaisma;Vacant Land;500;215.605;1160387
2020-04-12;Al Rayyan;Muaither;Vacant Land;491;293.276;1550000
2020-04-09;Doha;Al Thumama;Residence;488;523.527;2750000
2020-04-09;Doha;Nuaija;Residence;553;436.792;2600000
2020-04-09;Umm Slal;Umm Al Amad;Vacant Land;502;185.064;1000000
2020-04-09;Al Rayyan;Umm Al Senaim;Residence;816;523.714;4600000
2020-04-09;Al Rayyan;Ain Khalid;Residence;818;431.575;3800000
2020-04-09;Al Sheehaniya;Al Sheehaniya;Residence;753;357.791;2900000
2020-04-09;Al Khor and Al Dakhira;Al Khor;Vacant Land;585;158.807;1000000
2020-04-09;Al Khor and Al Dakhira;Al Khor;Residential Building;570;896.425;5500000
2020-04-09;Doha;Al Thumama;Residence;813;399.948;3500000
2020-04-08;Umm Slal;Al Kharaitiyat;Residence;450;397.064;1923299
2020-04-08;Umm Slal;Umm Al Amad;Residence;568;294.409;1800000
2020-04-08;Al Rayyan;Muaither;Residence;957;400.069;4121858
2020-04-08;Al Daayen;Umm Qarn;Vacant Land;468;250.121;1260000
2020-04-08;Doha;Umm Ghuwailina;Residential Building;389;1194.117;5000000
2020-04-08;Al Rayyan;Bani Hajer;Residence;2;266.167;6357486
2020-04-08;Al Wakrah;Al Wukair;Vacant Land;600;197.417;1275000
2020-04-08;Doha;Duhail;Residence;945;567.234;5769896
2020-04-08;Al Daayen;Umm Qarn;Residence;416;435.479;1950000
2020-04-07;Al Khor and Al Dakhira;Al Dakhira;Residence;511;272.707;1500000
2020-04-07;Al Daayen;Umm Qarn;Vacant Land;438;226.953;1070000
2020-04-07;Al Daayen;Jeryan Jenaihat;Vacant Land;6;220;15368839
2020-04-07;Doha;Madinat Khalifa North;Multi-purpose Building;744;1685.727;13500000
2020-04-06;Al Daayen;Umm Qarn;Vacant Land;455;210.306;1030000
2020-04-06;Al Rayyan;Mebaireek;Residence;1;292.061;3662468
2020-04-06;Al Rayyan;Bu Hamour;Residence;481;540.803;2800000
2020-04-06;Al Rayyan;Muaither;Residence;725;422.865;3300000
2020-04-05;Al Khor and Al Dakhira;Al Khor;Residence;640;333.868;2300000
2020-04-05;Doha;Hazm Al Markhiya;Vacant Land;2;401.227;11000000
2020-04-05;Al Rayyan;New Al Rayyan;Residence;743;362.063;2895652
